timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-22T20:51:19,codecarbon,8fe7e48e-67c4-4af8-89ac-9992b5d5bfb5,2056.984689950943,0.0016724309927375477,8.130498009576501e-07,22.5,0.0,12.0,0.012851529447734352,0,0.006852178097565969,0.01970370754530034,France,FRA,grand est,,,macOS-14.4.1-x86_64-i386-64bit,3.11.4,2.4.2,16,Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz,,,6.1862,48.6822,32.0,machine,N,1.0
